Latitude,Longitude,Depth/Km,Magnitude,Magnitude Category
42.7288,13.1748,10.1,2.3,Low
42.6227,13.3027,7.5,2.0,Low
42.8622,13.2407,8.1,2.0,Low
42.7988,13.2425,9.1,2.2,Low
42.621,13.2883,8.2,2.7,Low
42.7682,13.246,8.9,2.0,Low
42.6067,13.3127,11.0,2.1,Low
42.6718,13.2158,10.4,2.3,Low
42.7707,13.2215,14.0,2.4,Low
42.61,13.3033,7.5,2.2,Low
42.605,13.294,9.6,2.8,Low
42.81,13.1987,10.0,2.1,Low
42.746,13.1982,10.5,2.2,Low
42.6212,13.2987,8.5,2.1,Low
42.7247,13.209,10.7,2.4,Low
42.6807,13.2195,10.1,2.2,Low
42.6267,13.3017,8.3,2.2,Low
42.7773,13.1187,8.1,2.7,Low
42.783,13.1197,7.6,2.0,Low
42.7427,13.2463,10.2,2.2,Low
42.7948,13.2022,9.1,2.5,Low
42.8123,13.245,8.5,2.1,Low
42.8093,13.2372,8.4,2.1,Low
42.7322,13.2343,9.3,2.1,Low
42.7993,13.2092,10.0,2.2,Low
42.8432,13.2212,7.8,2.9,Low
42.6198,13.2957,9.7,2.0,Low
42.6863,13.2095,10.3,2.5,Low
42.8162,13.2393,9.4,2.1,Low
42.8285,13.2318,8.6,2.1,Low
42.7037,13.2243,8.2,2.4,Low
42.6785,13.1877,10.4,2.4,Low
42.8088,13.2493,9.0,2.7,Low
42.7987,13.2158,10.0,2.1,Low
42.8315,13.2227,9.0,2.0,Low
42.6107,13.2985,7.5,2.3,Low
42.8048,13.2012,9.9,2.0,Low
42.7763,13.2478,9.6,2.3,Low
42.8153,13.1932,10.5,2.2,Low
42.6612,13.2603,10.0,2.0,Low
42.6258,13.2995,8.0,2.1,Low
42.8108,13.2493,7.3,2.7,Low
42.7548,13.1677,11.0,2.1,Low
42.8338,13.1598,10.3,2.2,Low
42.7567,13.1487,9.2,2.5,Low
42.6412,13.2998,10.9,2.1,Low
42.6058,13.2938,7.9,2.5,Low
42.7917,13.2623,11.1,2.2,Low
42.6083,13.2997,8.2,2.0,Low
42.6083,13.2673,10.3,2.2,Low
42.63,13.3088,7.6,2.8,Low
42.6342,13.2262,9.2,2.3,Low
42.7658,13.1483,9.9,2.0,Low
42.7392,13.175999999999998,10.9,2.0,Low
42.6177,13.2983,7.5,2.2,Low
42.644,13.2838,8.0,2.2,Low
42.8025,13.1628,10.2,2.1,Low
42.7825,13.1778,16.7,2.0,Low
42.7923,13.2163,8.9,2.4,Low
42.739,13.2203,10.4,2.3,Low
42.5908,13.2883,10.4,3.4,Low
42.6115,13.2267,14.6,2.1,Low
42.6062,13.2968,9.6,2.6,Low
42.7623,13.158,10.4,2.0,Low
42.6258,13.2252,9.7,2.4,Low
42.8187,13.1925,10.1,2.3,Low
42.7912,13.1968,6.6,2.0,Low
42.812,13.1817,15.3,2.2,Low
42.792,13.1487,10.8,2.2,Low
42.8188,13.1637,8.8,2.3,Low
42.6348,13.2967,10.5,2.2,Low
42.7252,13.1923,10.4,2.5,Low
42.6408,13.2913,8.3,2.7,Low
42.7198,13.2247,9.9,2.0,Low
42.6237,13.2902,7.9,2.6,Low
42.6298,13.2972,8.1,2.4,Low
42.5332,13.2217,10.6,2.2,Low
42.7233,13.2213,10.4,2.0,Low
42.7347,13.2017,8.7,2.0,Low
42.8257,13.1568,8.4,2.4,Low
42.6038,13.2507,10.7,2.5,Low
42.8048,13.2113,9.9,2.4,Low
42.8128,13.2102,12.6,2.2,Low
42.8182,13.1487,8.0,2.0,Low
42.8168,13.1508,4.2,2.1,Low
42.8447,13.1717,13.3,2.1,Low
42.7365,13.3098,19.3,2.6,Low
42.8317,13.1635,10.2,2.3,Low
42.7497,13.1895,9.6,2.1,Low
42.8323,13.1598,9.9,2.0,Low
42.7368,13.1947,6.5,2.0,Low
42.7273,13.2498,10.0,2.3,Low
42.6165,13.2255,11.2,2.3,Low
42.8062,13.223,7.8,3.1,Low
42.8118,13.2147,9.3,2.8,Low
42.8133,13.1842,8.0,2.3,Low
42.772,13.1577,11.1,2.0,Low
42.8217,13.2108,6.7,2.2,Low
42.8123,13.233,7.8,2.0,Low
42.8242,13.1417,9.6,2.0,Low
42.8408,13.137,8.2,2.0,Low
42.7717,13.2427,9.3,2.3,Low
42.6138,13.317,11.0,2.0,Low
42.8047,13.2337,9.0,3.6,Low
42.8072,13.1857,6.9,2.1,Low
42.6617,13.2842,8.3,3.6,Low
42.805,13.2078,9.2,2.3,Low
42.7402,13.2243,6.3,2.0,Low
42.7225,13.1993,10.8,2.3,Low
42.7317,13.1858,10.3,2.3,Low
42.6753,13.2233,12.0,2.1,Low
42.6252,13.2435,10.9,2.1,Low
42.6227,13.3058,11.1,2.2,Low
42.7892,13.2265,5.4,2.0,Low
42.7555,13.1952,9.6,2.2,Low
42.8215,13.1567,9.0,2.1,Low
42.8103,13.2402,9.3,2.3,Low
42.8277,13.1465,11.1,2.0,Low
42.8025,13.17,9.9,2.2,Low
42.848,13.2087,6.8,2.1,Low
42.8063,13.1567,8.7,2.7,Low
42.7328,13.2713,9.8,2.2,Low
42.6233,13.3027,10.6,2.1,Low
42.7293,13.237,9.5,2.1,Low
42.6818,13.2103,10.6,2.1,Low
42.6193,13.3087,9.1,2.5,Low
42.716,13.2797,10.6,2.2,Low
43.2828,12.6533,9.9,2.0,Low
42.7953,13.1972,10.2,2.4,Low
42.7628,13.1868,9.6,2.1,Low
42.8073,13.1498,10.1,2.0,Low
42.6975,13.2305,10.7,3.0,Low
42.6953,13.2363,9.5,2.3,Low
42.6163,13.2985,11.0,2.1,Low
42.6153,13.2952,7.5,3.0,Low
42.6048,13.2915,8.7,4.8,Moderate
42.6183,13.2987,7.0,2.6,Low
42.7177,13.2668,10.1,2.7,Low
42.5982,13.3077,10.0,2.0,Low
42.7567,13.1682,9.4,2.4,Low
42.623000000000005,13.2982,10.7,2.8,Low
42.619,13.3032,9.8,2.7,Low
42.7063,13.2333,9.8,2.1,Low
42.6095,13.2793,5.4,2.5,Low
42.6143,13.31,10.2,2.3,Low
42.6807,13.1823,9.9,2.0,Low
42.6038,13.3013,8.9,2.1,Low
42.8227,13.2533,8.5,2.1,Low
42.7845,13.1678,10.3,2.1,Low
42.626000000000005,13.2925,5.3,2.1,Low
42.7518,13.2442,10.8,2.1,Low
42.6105,13.3022,6.1,2.5,Low
42.6075,13.3147,9.2,2.7,Low
42.7778,13.1587,9.8,3.2,Low
42.6188,13.2985,7.5,3.3,Low
42.6302,13.2933,7.2,2.4,Low
42.7528,13.2125,9.8,3.2,Low
42.5952,13.3243,8.8,2.2,Low
42.6413,13.2483,9.4,2.1,Low
42.6217,13.3032,6.7,2.6,Low
42.8083,13.147,9.7,2.8,Low
42.7723,13.1493,8.5,3.3,Low
42.8077,13.1918,9.2,2.4,Low
42.5963,13.3097,11.2,2.3,Low
42.8038,13.1622,10.4,2.3,Low
42.6115,13.3013,7.0,2.3,Low
42.6025,13.3037,6.3,2.4,Low
42.5985,13.2975,7.3,2.8,Low
42.6298,13.2967,6.8,3.1,Low
42.5673,13.2887,10.2,3.0,Low
42.6115,13.3052,6.6,2.4,Low
42.7592,12.8647,7.1,2.8,Low
42.9167,13.255999999999998,7.5,2.2,Low
42.6013,13.3048,9.1,2.1,Low
42.8143,13.2448,8.4,2.1,Low
42.6213,13.3005,7.2,2.4,Low
42.61600000000001,13.311,8.2,2.4,Low
42.6083,13.2918,7.4,2.1,Low
42.6002,13.2972,5.9,2.3,Low
42.7937,13.203,10.3,2.5,Low
42.7952,13.2067,9.6,2.4,Low
42.6093,13.2998,7.5,2.1,Low
42.6167,13.2998,6.7,2.6,Low
42.6315,13.3017,9.7,2.2,Low
42.7882,13.2142,10.0,2.7,Low
42.7657,13.1893,10.4,2.5,Low
42.774,13.1493,6.8,2.3,Low
42.778,13.2133,9.2,2.0,Low
42.6283,13.2867,5.3,2.3,Low
42.6117,13.2973,7.8,2.7,Low
42.8063,13.2463,6.2,2.4,Low
42.8122,13.245,6.4,2.1,Low
42.7697,13.1227,10.8,2.2,Low
42.7968,13.1413,8.5,2.1,Low
42.7487,13.218,7.9,2.1,Low
42.7967,13.1558,9.0,2.0,Low
42.7473,13.2298,9.2,2.1,Low
42.7792,13.1785,9.8,2.8,Low
42.7683,13.1087,10.5,2.2,Low
42.7662,13.1893,10.0,2.1,Low
42.7967,13.2152,9.1,2.5,Low
42.7888,13.2078,7.9,2.2,Low
42.6098,13.2987,6.3,2.3,Low
42.6243,13.3083,6.9,2.4,Low
42.7157,13.2105,10.2,2.0,Low
42.8623,13.1603,10.7,2.3,Low
42.629,13.3073,6.3,2.1,Low
42.6152,13.308,10.8,2.3,Low
42.8338,13.1602,10.7,2.0,Low
42.6332,13.307,7.8,2.1,Low
42.5705,13.4015,9.4,2.6,Low
42.6218,13.2807,10.4,2.6,Low
42.7463,13.2083,8.7,2.6,Low
42.8027,13.167,9.5,2.3,Low
42.6143,13.304,10.5,3.0,Low
42.596,13.2993,7.5,2.0,Low
42.6175,13.2867,10.7,2.1,Low
42.7002,13.2933,10.7,2.1,Low
42.6177,13.3317,10.4,2.0,Low
42.7922,13.2373,7.0,2.8,Low
42.6092,13.3017,8.7,2.7,Low
42.6078,13.3012,7.9,2.4,Low
42.7518,13.1657,9.8,2.0,Low
42.7637,13.2122,10.3,2.4,Low
42.6207,13.2478,10.0,2.4,Low
42.6247,13.2127,11.3,2.0,Low
42.6508,13.2917,7.5,2.0,Low
42.8135,13.1577,10.3,2.0,Low
42.8623,13.1652,10.5,2.1,Low
42.8222,13.241,9.6,2.0,Low
42.732,13.1822,9.6,2.4,Low
42.8182,13.2367,9.8,2.4,Low
42.6225,13.3003,7.4,2.4,Low
42.6218,13.3167,8.2,2.5,Low
42.8107,13.1743,9.5,2.3,Low
42.8345,13.2172,8.3,2.6,Low
42.8168,13.1675,10.0,2.1,Low
42.5157,13.3038,14.0,2.1,Low
42.5967,13.2815,10.1,3.7,Low
42.6687,13.2097,14.8,2.8,Low
42.6195,13.2853,7.3,2.1,Low
42.761,13.1717,10.2,2.0,Low
42.6017,13.2925,7.3,3.0,Low
42.7412,13.1888,8.1,2.3,Low
42.7483,13.1905,9.9,2.4,Low
42.7957,13.2473,9.3,2.0,Low
42.8127,13.2463,9.6,2.0,Low
42.7587,13.245,9.9,2.0,Low
42.5883,13.2957,8.5,2.9,Low
42.6922,13.1613,10.8,3.5,Low
42.5993,13.298,6.7,2.7,Low
42.7687,13.1255,10.3,2.1,Low
42.7022,13.1637,10.9,2.1,Low
42.6533,13.2262,11.3,2.0,Low
42.8075,13.1757,9.9,2.0,Low
42.6412,13.2992,10.9,2.8,Low
42.8023,13.1503,7.0,2.1,Low
42.7898,13.2412,9.3,2.1,Low
42.6272,13.2962,7.6,2.3,Low
42.586000000000006,13.2965,9.0,2.5,Low
42.8568,13.2415,9.5,2.1,Low
42.7852,13.2352,8.3,2.2,Low
42.5142,13.2903,10.9,2.2,Low
42.5902,13.3012,8.3,2.7,Low
42.7773,13.259,14.6,2.1,Low
42.6067,13.3052,9.8,2.2,Low
42.7673,13.1798,9.6,2.2,Low
42.7637,13.2352,9.1,2.0,Low
42.6862,13.1742,10.0,2.8,Low
42.6127,13.2953,7.7,2.8,Low
42.6098,13.2957,7.6,2.0,Low
42.626000000000005,13.3035,7.7,2.0,Low
42.6398,13.3157,7.9,2.5,Low
42.6837,13.2933,9.7,2.0,Low
42.6517,13.2512,11.1,2.6,Low
42.708,13.2182,10.6,2.2,Low
42.73,13.2028,10.2,2.1,Low
42.6008,13.293,7.7,2.2,Low
42.6252,13.2948,7.4,2.3,Low
42.7388,13.1798,9.5,2.6,Low
42.831,13.2335,9.1,2.2,Low
42.793,13.1303,8.0,2.8,Low
42.7873,13.1297,7.9,2.2,Low
42.7438,13.1428,10.8,2.2,Low
42.794,13.1532,10.1,3.2,Low
42.7373,13.1692,10.2,2.6,Low
42.7438,13.1728,10.7,2.6,Low
42.746,13.175,10.6,2.5,Low
42.7315,13.1858,9.2,2.2,Low
42.7812,13.246,9.4,2.1,Low
42.735,13.1808,10.8,2.1,Low
42.6148,13.3055,10.2,2.4,Low
42.8157,13.1683,10.4,2.5,Low
42.9468,13.1017,12.5,2.2,Low
42.5958,13.2798,7.6,2.6,Low
42.6197,13.3108,9.8,2.1,Low
42.6545,13.2207,10.4,2.1,Low
42.7343,13.2158,9.9,2.0,Low
42.7643,13.1168,12.3,2.1,Low
42.8467,13.2177,8.8,2.8,Low
42.7532,13.1333,8.0,2.2,Low
42.8187,13.1542,10.4,2.4,Low
42.638000000000005,13.2952,7.2,2.4,Low
42.6293,13.2862,8.1,2.1,Low
42.6407,13.2517,11.1,2.3,Low
42.7982,13.1583,10.2,2.0,Low
42.8423,13.2577,8.1,3.2,Low
42.8225,13.2278,7.5,2.0,Low
42.6257,13.2985,9.4,2.1,Low
42.8232,13.1617,10.0,2.0,Low
42.6165,13.3023,8.1,2.1,Low
42.6112,13.325,9.2,2.2,Low
42.6707,13.2747,10.4,2.4,Low
42.6287,13.3035,10.9,2.5,Low
42.6177,13.3248,9.8,2.3,Low
42.7162,13.3073,13.4,2.2,Low
42.7918,13.148,9.2,2.4,Low
42.8227,13.1367,8.3,2.2,Low
42.8992,13.2167,8.8,2.2,Low
42.5968,13.308,8.6,2.0,Low
42.8343,13.2482,9.1,2.1,Low
42.8283,13.2473,8.1,2.0,Low
42.8355,13.2432,8.9,2.2,Low
42.8367,13.2412,8.8,2.2,Low
42.7917,13.206,9.6,2.0,Low
42.7748,13.1168,8.6,2.4,Low
42.7743,13.1148,8.7,2.1,Low
42.8013,13.1558,10.0,2.3,Low
42.778,13.1107,8.3,2.4,Low
42.8377,13.2437,8.9,3.7,Low
42.6448,13.29,5.5,2.4,Low
42.7582,13.2263,10.3,2.5,Low
42.7725,13.1135,10.1,2.0,Low
42.6277,13.3117,10.2,2.5,Low
43.0967,13.1125,18.6,2.2,Low
42.7497,13.2398,10.4,2.0,Low
42.744,13.2627,10.3,2.7,Low
42.8428,13.2377,7.8,4.0,Low
42.6158,13.31,9.7,3.0,Low
42.8415,13.2467,8.8,2.9,Low
42.8402,13.2473,8.1,3.1,Low
42.8322,13.2632,8.1,2.2,Low
42.736,13.1892,8.8,2.0,Low
42.7367,13.1903,10.1,2.8,Low
42.8425,13.2397,8.6,2.3,Low
42.8458,13.2398,8.7,2.0,Low
42.8242,13.254,7.1,2.2,Low
42.5552,13.2348,10.9,2.0,Low
42.8007,13.2432,8.4,2.0,Low
42.6647,13.3062,10.0,2.2,Low
42.7248,13.2492,10.5,2.1,Low
42.8307,13.2705,8.3,2.3,Low
42.81,13.2427,7.9,2.1,Low
42.7407,13.2587,10.2,2.1,Low
42.7487,13.2477,10.1,2.9,Low
42.6073,13.3118,8.2,2.4,Low
42.8383,13.2537,8.0,2.4,Low
42.6378,13.2862,6.0,2.0,Low
42.7368,13.1957,10.1,2.2,Low
42.6778,13.2695,10.0,2.0,Low
42.6523,13.2097,12.8,2.4,Low
42.8058,13.2445,8.3,2.1,Low
42.8383,13.2357,7.2,3.3,Low
42.5475,13.3098,16.3,3.2,Low
42.7058,13.1975,8.9,2.0,Low
42.5928,13.2737,9.8,2.2,Low
42.7808,13.1637,10.2,2.5,Low
42.7815,13.1638,10.0,2.0,Low
42.8442,13.2492,8.0,2.4,Low
42.8928,13.3727,9.7,2.0,Low
42.8483,13.2368,8.3,2.6,Low
42.8483,13.246,8.9,2.8,Low
42.5958,13.3042,7.1,2.0,Low
42.6238,13.3332,9.7,2.0,Low
42.6277,13.2943,8.1,2.7,Low
42.7658,13.2272,8.7,3.0,Low
42.6465,13.2273,10.3,2.2,Low
42.8347,13.2407,8.1,2.6,Low
42.638000000000005,13.2987,7.4,2.0,Low
42.6103,13.311,10.1,2.2,Low
42.7372,13.2268,10.5,2.1,Low
42.7832,13.1753,10.2,2.0,Low
42.4653,13.2447,11.0,2.8,Low
42.8157,13.2393,9.3,2.8,Low
42.5987,13.2758,10.3,2.7,Low
42.7352,13.1948,10.0,2.4,Low
42.7872,13.2293,11.1,2.1,Low
42.7925,13.1815,8.6,3.2,Low
42.7712,13.2282,8.2,2.5,Low
42.7478,13.2302,10.6,2.2,Low
42.7547,13.2352,11.0,2.2,Low
42.8327,13.1732,6.4,2.2,Low
42.8357,13.165,8.3,2.7,Low
42.6037,13.3153,10.0,2.4,Low
42.7772,13.1428,8.8,2.3,Low
42.8468,13.2442,8.4,3.5,Low
42.6078,13.3145,10.0,2.4,Low
42.8318,13.164,7.3,2.3,Low
42.8223,13.1617,10.5,2.1,Low
42.6132,13.3283,10.6,2.5,Low
42.841,13.2508,7.9,2.1,Low
42.7163,13.2233,7.9,2.0,Low
42.6088,13.2932,9.8,2.4,Low
42.6285,13.2908,8.5,2.2,Low
42.7948,13.2193,9.8,2.4,Low
42.6232,13.3,9.8,2.1,Low
42.7192,13.2572,10.2,2.7,Low
42.8448,13.2508,8.5,2.2,Low
42.8165,13.1665,10.5,2.0,Low
42.7317,13.2112,10.0,2.3,Low
42.5932,13.2873,18.5,2.4,Low
42.7558,13.1815,10.9,2.1,Low
42.781000000000006,13.177,10.1,2.0,Low
42.771,13.1148,7.1,2.6,Low
42.7788,13.1332,8.7,2.0,Low
42.7465,13.2042,11.0,2.4,Low
42.6313,13.2968,8.3,2.1,Low
42.6443,13.3022,10.1,2.1,Low
42.6128,13.2623,10.8,2.0,Low
42.6352,13.2912,10.5,2.1,Low
42.676,13.2128,10.8,2.4,Low
42.7822,13.1302,9.3,2.2,Low
42.8258,13.1467,9.7,2.7,Low
42.8047,13.1768,10.3,2.1,Low
42.8132,13.2083,10.8,2.8,Low
42.7783,13.1268,9.8,2.3,Low
42.6148,13.3088,9.9,2.1,Low
42.8003,13.2393,7.5,2.3,Low
42.6195,13.2897,11.0,2.2,Low
42.79,13.226,10.4,2.0,Low
42.6067,13.2983,10.1,2.9,Low
42.6557,13.3328,10.4,2.8,Low
42.5932,13.2643,11.2,3.4,Low
42.6207,13.2678,8.1,2.5,Low
42.5928,13.2715,11.2,2.1,Low
42.5977,13.3038,9.9,2.3,Low
42.6782,13.3107,9.4,2.3,Low
42.6642,13.2942,11.2,2.0,Low
42.7973,13.2132,9.5,2.0,Low
42.7387,13.1882,10.1,2.0,Low
42.7675,13.1138,9.3,2.2,Low
42.7698,13.1027,9.3,2.0,Low
42.7498,13.2565,10.8,2.3,Low
42.7568,13.1458,10.1,2.1,Low
42.7672,13.0905,7.5,2.3,Low
42.8087,13.1472,10.1,2.2,Low
42.7933,13.1427,10.4,2.3,Low
42.5953,13.3128,8.4,2.0,Low
42.7633,13.1027,7.6,2.0,Low
42.6405,13.2805,6.5,2.0,Low
42.6217,13.31,7.2,2.5,Low
42.7492,13.0363,10.3,2.4,Low
42.8062,13.1422,8.8,2.6,Low
42.6202,13.3042,11.1,2.9,Low
42.7793,13.1178,6.8,2.2,Low
42.7852,13.1305,8.7,2.1,Low
42.7832,13.1333,8.5,2.2,Low
42.6005,13.2667,11.7,2.1,Low
42.8078,13.1502,10.3,2.6,Low
42.6255,13.3032,6.7,2.2,Low
42.5923,13.2697,10.7,2.3,Low
42.7512,13.1443,12.3,2.3,Low
42.6107,13.2625,12.9,2.2,Low
42.65,13.321,7.5,2.2,Low
42.7303,13.218,10.1,2.3,Low
42.7708,13.2152,10.5,2.7,Low
42.6825,13.2178,9.1,2.2,Low
42.6208,13.2818,14.2,2.0,Low
42.6297,13.3192,10.8,2.0,Low
42.7932,13.1883,9.6,2.5,Low
42.6182,13.3092,9.9,2.0,Low
42.7572,13.2148,10.4,2.1,Low
42.7212,13.2133,9.9,2.1,Low
42.7722,13.0933,8.4,2.0,Low
42.6032,13.3092,9.8,3.1,Low
42.6088,13.3067,11.0,2.2,Low
42.6322,13.3187,9.9,2.4,Low
42.7615,13.2522,9.2,2.1,Low
42.8362,13.2545,7.0,2.2,Low
42.8093,13.165,10.8,2.1,Low
42.6252,13.3103,8.5,2.9,Low
42.8165,13.2148,8.8,2.1,Low
42.7215,13.1973,11.2,3.3,Low
42.7952,13.2073,9.9,2.3,Low
42.3903,13.3338,10.3,2.1,Low
42.7597,13.2047,10.1,2.6,Low
42.6472,13.2242,14.5,2.0,Low
42.79600000000001,13.2352,8.1,3.0,Low
42.7798,13.2408,14.9,2.0,Low
42.4588,13.2803,9.8,2.1,Low
42.5043,13.2513,11.8,2.4,Low
42.5703,13.2695,11.6,2.0,Low
42.8672,13.2457,8.7,2.1,Low
42.7945,13.1852,10.0,2.1,Low
42.6265,13.2948,7.8,3.3,Low
42.5962,13.3152,11.1,2.0,Low
42.6188,13.2997,10.9,2.3,Low
42.6163,13.3023,8.3,2.0,Low
42.6092,13.3138,7.0,2.2,Low
42.6113,13.3012,7.4,2.1,Low
42.8102,13.1528,10.4,2.1,Low
42.7793,13.0992,12.7,2.5,Low
42.7788,13.1073,10.6,3.0,Low
42.7967,13.1737,9.9,2.7,Low
42.7313,13.1983,10.0,2.2,Low
42.8382,13.2218,9.2,2.0,Low
42.7898,13.2448,11.3,2.9,Low
42.7415,13.2083,10.6,2.7,Low
42.5985,13.2867,8.6,3.5,Low
42.8037,13.155,10.1,2.0,Low
42.7545,13.162,9.9,2.1,Low
42.568000000000005,13.2118,11.1,2.3,Low
42.8062,13.148,10.0,2.4,Low
42.7718,13.1198,11.5,3.5,Low
42.7817,13.1197,12.4,2.7,Low
42.778,13.1308,11.7,2.6,Low
42.7812,13.1242,12.2,2.0,Low
42.6982,13.1888,4.2,2.4,Low
42.8232,13.2323,8.7,4.2,Moderate
42.7323,13.247,10.3,2.8,Low
42.8387,13.1702,10.7,2.0,Low
42.8183,13.1387,9.2,3.7,Low
42.7862,13.1687,11.1,2.3,Low
42.8202,13.147,9.2,2.0,Low
42.8003,13.1572,10.3,2.2,Low
42.8298,13.2493,9.0,2.0,Low
42.779,13.1237,11.2,2.0,Low
42.7738,13.1247,7.2,2.0,Low
42.7802,13.1492,10.4,2.5,Low
42.6373,13.2518,10.6,2.6,Low
42.8287,13.2502,9.6,2.4,Low
42.7568,13.2277,9.8,2.4,Low
42.6058,13.2987,7.4,2.0,Low
42.7683,13.1533,10.7,2.1,Low
42.7817,13.13,11.4,2.1,Low
42.6668,13.246,10.6,2.1,Low
42.8272,13.2448,8.8,2.6,Low
42.8622,13.2648,8.8,2.2,Low
42.6058,13.2957,9.7,2.7,Low
42.7398,13.2032,9.1,3.1,Low
42.7808,13.1198,11.1,2.0,Low
42.7578,13.1507,10.1,2.1,Low
42.5655,13.3257,10.2,2.4,Low
42.651,13.2337,12.2,2.0,Low
42.7223,13.2568,10.1,2.1,Low
42.8273,13.2483,9.5,2.0,Low
42.6867,13.2925,8.9,2.2,Low
42.6678,13.2473,12.4,2.0,Low
42.7807,13.1898,9.6,2.4,Low
42.8062,13.2073,9.0,2.1,Low
42.8113,13.2043,10.1,2.1,Low
42.7303,13.1888,10.7,2.2,Low
42.7637,13.1937,10.3,3.4,Low
42.8147,13.3077,20.2,2.3,Low
42.8218,13.2072,17.0,2.1,Low
42.7122,13.2932,13.8,2.0,Low
42.8175,13.2262,9.3,2.5,Low
42.8023,13.2058,9.8,2.2,Low
42.7375,13.2113,10.1,2.7,Low
42.8022,13.1723,9.8,2.5,Low
42.7037,13.3142,12.2,2.1,Low
42.7047,13.3277,14.4,2.3,Low
42.7555,13.1817,9.9,2.1,Low
42.6147,13.3257,10.9,2.1,Low
42.5882,13.2935,14.8,2.0,Low
42.6158,13.255999999999998,10.8,2.1,Low
42.8137,13.1503,10.5,2.1,Low
42.6142,13.300999999999998,10.1,2.1,Low
42.8277,13.1552,9.9,2.2,Low
42.75,13.1792,9.6,3.6,Low
42.5817,13.3062,9.7,2.0,Low
42.6227,13.2953,10.2,2.6,Low
42.8308,13.1623,9.8,2.0,Low
42.7345,13.2118,9.3,2.1,Low
42.7542,13.1837,9.8,2.0,Low
42.8028,13.2107,10.0,2.0,Low
42.6427,13.293,9.2,2.2,Low
42.5097,13.2928,11.3,2.2,Low
42.7985,13.1612,9.0,2.0,Low
42.8205,13.2355,9.1,2.3,Low
42.7817,13.1247,11.9,2.9,Low
42.8002,13.207,9.9,2.9,Low
42.7442,13.2373,10.9,2.4,Low
42.7087,13.2693,10.3,2.6,Low
42.6472,13.3193,8.0,2.2,Low
42.6198,13.2992,7.9,2.3,Low
42.6255,13.327,10.0,2.1,Low
42.8217,13.238,6.4,2.4,Low
42.6337,13.2858,10.4,2.4,Low
42.6638,13.315,7.8,2.2,Low
42.6287,13.307,8.4,2.7,Low
42.7268,13.137,8.3,3.0,Low
42.6473,13.2938,9.2,2.4,Low
42.6315,13.3012,9.3,2.8,Low
42.785,13.2457,8.5,2.1,Low
42.7927,13.2495,8.8,2.2,Low
42.8287,13.2623,7.8,2.1,Low
42.7477,13.183,10.0,2.0,Low
42.8002,13.2387,8.7,2.4,Low
42.6153,13.243,13.0,2.1,Low
42.7337,13.1927,9.8,2.5,Low
42.8375,13.25,8.0,2.0,Low
42.7992,13.2302,9.1,2.1,Low
42.6717,13.2022,12.3,2.7,Low
42.8025,13.2285,8.0,2.8,Low
42.7495,13.2468,9.8,2.7,Low
42.7897,13.2375,7.0,2.1,Low
42.8287,13.1483,8.7,3.0,Low
42.74,13.1773,9.4,2.0,Low
42.7513,13.2578,9.1,2.6,Low
42.7898,13.2355,9.7,2.2,Low
42.809,13.2422,7.5,2.0,Low
42.7563,13.1608,12.8,2.3,Low
42.8628,13.2198,8.3,3.3,Low
42.8182,13.2397,8.3,2.0,Low
42.8145,13.2382,8.7,2.0,Low
42.8512,13.2232,8.3,2.9,Low
42.5962,13.3022,9.9,2.1,Low
42.7348,13.1945,10.5,2.2,Low
42.8057,13.2438,7.6,2.3,Low
42.7942,13.2032,9.5,2.6,Low
42.7455,13.2262,12.4,2.3,Low
42.8337,13.1323,9.9,2.0,Low
42.7437,13.2238,12.9,2.3,Low
42.8553,13.2197,8.9,2.1,Low
42.7538,13.1495,10.4,2.0,Low
42.7543,13.1502,9.7,2.0,Low
42.7277,13.26,10.1,2.0,Low
42.7465,13.1458,8.2,2.8,Low
42.7568,13.1483,10.4,2.0,Low
42.8038,13.1408,9.0,3.3,Low
42.8243,13.233,9.6,2.6,Low
42.7332,13.2268,11.0,2.0,Low
42.6703,13.1935,12.3,2.0,Low
42.7983,13.1817,11.0,2.7,Low
42.7392,13.1867,10.1,2.0,Low
42.7463,13.2117,11.1,2.2,Low
42.7472,13.1795,10.0,2.5,Low
42.6727,13.1882,11.7,2.4,Low
42.8233,13.1632,11.0,2.2,Low
42.7478,13.208,11.4,2.1,Low
42.756,13.1827,10.6,2.0,Low
42.7387,13.2077,10.1,2.4,Low
42.7255,13.2945,13.6,2.3,Low
42.6552,13.2022,14.0,2.2,Low
42.8298,13.2665,16.0,2.2,Low
42.7983,13.2152,10.3,2.0,Low
42.7998,13.177,10.5,2.4,Low
42.6013,13.2868,10.9,2.1,Low
42.6537,13.2018,12.9,2.0,Low
42.6613,13.2212,12.6,2.4,Low
42.7687,13.1387,9.4,2.1,Low
42.7407,13.2233,12.6,2.1,Low
42.732,13.2275,11.1,2.1,Low
42.5978,13.3052,8.2,2.2,Low
42.8198,13.2497,5.5,2.0,Low
42.8708,13.2702,8.7,2.0,Low
42.8042,13.2347,7.9,2.0,Low
42.6777,13.1737,12.9,2.4,Low
42.8413,13.2543,9.7,2.1,Low
42.8283,13.149,10.1,2.0,Low
42.6113,13.2607,11.4,2.3,Low
42.627,13.3087,10.7,2.3,Low
42.6067,13.2698,12.2,2.4,Low
42.7248,13.1968,13.3,2.0,Low
42.8403,13.1405,8.4,2.2,Low
42.7925,13.21,8.0,2.1,Low
42.731,13.1852,12.7,3.0,Low
