Latitude,Longitude,Depth/Km,Magnitude,Magnitude Category
42.7752,13.1417,10.1,2.1,Low
42.7763,13.1368,10.0,2.9,Low
42.7252,13.1668,13.0,2.0,Low
42.7813,13.1297,10.0,2.1,Low
42.8618,13.2207,8.6,2.4,Low
42.5917,13.2367,12.5,2.2,Low
42.7793,13.1275,10.0,2.3,Low
42.7447,13.1872,9.4,2.0,Low
42.7227,13.2135,11.2,2.3,Low
42.7762,13.1462,10.2,2.0,Low
42.7752,13.1232,11.1,2.2,Low
42.8512,13.2548,7.8,2.1,Low
42.6798,13.2843,9.6,2.6,Low
42.9767,13.0557,9.0,2.0,Low
42.6843,13.213,12.7,2.3,Low
42.7902,13.2355,9.3,2.1,Low
42.7825,13.1315,9.8,2.5,Low
42.8582,13.2377,8.2,2.4,Low
42.7795,13.1292,10.4,2.4,Low
42.8808,13.1528,14.0,2.1,Low
42.6817,13.28,9.9,3.3,Low
42.7217,13.2173,11.0,2.2,Low
42.7975,13.2245,6.9,3.1,Low
42.8038,13.2387,9.6,2.5,Low
42.8358,13.1482,10.9,2.0,Low
42.563,13.2382,12.8,2.3,Low
42.7028,13.2373,13.0,2.0,Low
42.7457,13.1952,10.3,2.4,Low
42.6797,13.2792,8.0,2.4,Low
42.7708,13.1827,10.3,2.4,Low
42.8678,13.2252,9.3,2.0,Low
42.6767,13.1765,8.0,2.1,Low
42.7302,13.1878,8.9,2.6,Low
42.7832,13.1218,8.5,2.3,Low
42.7872,13.1207,6.4,2.3,Low
42.5913,13.2363,13.0,2.0,Low
42.8768,13.2447,9.3,2.1,Low
42.9255,13.2618,9.5,2.5,Low
42.5947,13.2402,12.4,2.3,Low
42.7795,13.1308,10.0,2.3,Low
42.8743,13.2332,10.6,2.0,Low
42.8637,13.255999999999998,9.6,2.5,Low
42.5947,13.2372,12.1,2.1,Low
42.8717,13.2258,9.6,2.3,Low
42.7878,13.1758,10.5,2.5,Low
42.8703,13.229,8.9,2.4,Low
42.8888,13.2802,8.9,2.3,Low
42.86600000000001,13.2398,9.7,2.5,Low
42.7673,13.1678,11.0,2.0,Low
42.787,13.1223,7.3,2.3,Low
42.8753,13.2288,9.6,2.3,Low
42.7847,13.1692,9.6,2.9,Low
42.7863,13.1702,10.1,2.1,Low
42.7902,13.1693,10.4,2.4,Low
42.9558,13.1553,8.7,2.3,Low
42.6122,13.2842,9.7,2.0,Low
42.5838,13.2045,15.9,3.4,Low
42.7775,13.1443,9.7,2.1,Low
42.6922,13.2418,13.4,2.0,Low
42.6603,13.2428,13.2,2.0,Low
42.7863,13.1683,10.7,2.4,Low
42.7257,13.2195,10.8,2.2,Low
42.7757,13.134,9.8,2.3,Low
42.5827,13.3193,9.8,2.0,Low
42.7757,13.1435,9.8,2.3,Low
42.8405,13.2545,4.9,2.1,Low
42.7222,13.241,10.2,2.7,Low
42.7337,13.1787,13.8,3.1,Low
42.7332,13.1797,11.1,2.2,Low
42.7863,13.1322,9.9,2.2,Low
42.6715,13.2187,13.4,2.3,Low
42.7745,13.1327,9.5,2.1,Low
42.7527,13.1825,9.6,2.0,Low
42.5797,13.3183,11.0,2.3,Low
42.7093,13.1183,13.6,2.3,Low
42.7228,13.2145,11.3,2.0,Low
42.8363,13.1695,11.8,2.2,Low
42.7357,13.2233,11.1,2.1,Low
42.8717,13.2623,10.0,2.6,Low
42.8552,13.2423,9.5,2.3,Low
42.7795,13.1247,14.2,2.2,Low
42.8568,13.2563,9.5,3.0,Low
42.8522,13.2573,8.9,2.0,Low
42.8252,13.1678,11.0,2.3,Low
42.7247,13.2187,12.2,2.2,Low
42.8003,13.1923,9.5,2.1,Low
42.7357,13.1723,8.7,2.0,Low
42.7287,13.2658,9.7,2.6,Low
42.6642,13.2193,12.9,2.3,Low
42.751000000000005,13.1452,8.0,2.4,Low
42.8133,13.156,10.6,2.1,Low
42.7835,13.1298,10.3,2.7,Low
42.8737,13.1772,9.4,2.3,Low
42.7867,13.1235,9.5,2.0,Low
42.6537,13.2137,14.0,2.1,Low
42.7792,13.1278,10.2,3.1,Low
42.7758,13.1328,8.5,3.1,Low
42.768,13.1335,9.2,3.7,Low
42.7747,13.1303,10.0,3.7,Low
42.7762,13.1342,8.3,3.9,Low
42.7745,13.1423,6.0,2.6,Low
42.7792,13.1282,9.8,2.1,Low
42.785,13.1412,10.1,2.0,Low
42.7848,13.1377,9.1,2.1,Low
42.2688,13.5312,10.3,2.0,Low
42.7695,13.1507,10.4,2.3,Low
42.7483,13.1403,10.2,3.0,Low
42.6442,13.3227,10.6,2.3,Low
42.7632,13.0868,10.5,3.1,Low
42.7793,13.134,10.3,2.4,Low
42.8648,13.2563,10.0,2.0,Low
42.8712,13.2663,9.8,2.2,Low
42.6818,13.1867,12.8,2.0,Low
42.7793,13.1367,7.1,2.0,Low
42.8762,13.263,9.8,2.0,Low
42.6438,13.2557,13.3,2.5,Low
42.7605,13.1463,9.9,2.0,Low
42.8067,13.1588,10.5,2.0,Low
42.7245,13.2165,12.4,2.1,Low
42.7597,13.138,9.3,2.1,Low
42.8052,13.1522,10.2,2.3,Low
42.7532,13.1993,12.9,2.3,Low
42.7678,13.1523,8.9,2.3,Low
42.7388,13.1708,12.4,2.2,Low
42.8557,13.2408,9.6,2.2,Low
42.8297,13.2377,9.2,2.1,Low
42.79,13.1347,7.1,2.0,Low
42.782,13.1572,10.3,2.3,Low
42.7508,13.186,10.9,2.2,Low
42.7875,13.1273,10.1,2.2,Low
42.7997,13.1233,9.8,2.2,Low
42.8727,13.1982,11.1,2.7,Low
42.8202,13.2435,7.3,3.1,Low
42.7868,13.1392,8.4,2.1,Low
42.7708,13.1327,7.3,2.0,Low
42.8328,13.1812,9.2,2.2,Low
42.8298,13.2068,9.9,2.2,Low
42.8662,13.222,8.2,2.2,Low
42.7997,13.1455,10.6,2.0,Low
42.8473,13.2363,8.5,2.3,Low
42.7898,13.1888,10.3,2.0,Low
42.6798,13.2862,9.0,2.6,Low
42.6783,13.2873,9.4,2.3,Low
42.6803,13.2882,9.6,2.0,Low
42.7818,13.2242,12.8,2.0,Low
42.7522,13.2483,10.2,2.0,Low
42.8442,13.2328,10.5,3.4,Low
42.8138,13.1782,7.7,2.2,Low
42.7957,13.2157,10.4,2.1,Low
42.8155,13.1743,8.1,2.3,Low
42.8715,13.227,9.3,2.4,Low
42.7855,13.1367,9.6,2.1,Low
42.785,13.1348,9.6,2.2,Low
42.7343,13.1812,13.1,2.5,Low
42.7668,13.1428,10.2,2.7,Low
42.807,13.2067,10.0,2.0,Low
42.8753,13.126,9.9,2.4,Low
42.7845,13.1398,10.6,2.6,Low
42.8758,13.2278,9.6,2.0,Low
42.7492,13.1873,9.9,2.1,Low
42.6772,13.2095,11.6,2.6,Low
42.6613,13.3263,11.8,2.0,Low
42.8472,13.2327,10.4,2.1,Low
42.8268,13.1722,11.1,2.3,Low
42.7167,13.2612,12.3,2.2,Low
42.8448,13.2512,8.6,2.4,Low
42.8353,13.1507,9.9,2.6,Low
42.7863,13.1243,9.1,2.2,Low
42.6768,13.2855,9.6,3.2,Low
42.6808,13.2892,10.3,2.5,Low
42.7667,13.1493,9.9,2.7,Low
42.8212,13.2498,8.4,3.1,Low
42.6757,13.216,13.3,2.1,Low
42.6555,13.2378,11.3,2.0,Low
42.803,13.2422,8.9,2.0,Low
42.7325,13.2072,10.6,2.0,Low
42.7318,13.1907,10.1,2.1,Low
42.7863,13.1297,9.8,2.0,Low
42.8168,13.1748,8.7,2.5,Low
42.8053,13.220999999999998,14.8,2.0,Low
42.6413,13.3002,10.0,2.0,Low
42.7992,13.2062,8.5,2.8,Low
42.6993,13.2532,12.1,2.0,Low
42.7492,13.2663,13.3,2.0,Low
42.8068,13.1428,10.0,2.2,Low
42.8083,13.1497,9.9,2.2,Low
42.7322,13.2377,11.9,2.0,Low
42.872,13.2262,8.3,2.5,Low
42.7813,13.1322,8.4,2.4,Low
42.8023,13.1402,7.8,2.2,Low
42.776,13.1327,8.4,2.9,Low
42.7858,13.128,10.1,2.8,Low
42.7907,13.1395,10.2,2.8,Low
42.7837,13.126,9.8,2.7,Low
42.7878,13.134,9.7,2.1,Low
42.6517,13.1977,10.9,2.2,Low
42.7867,13.1305,9.4,2.1,Low
42.694,13.2513,13.8,2.3,Low
42.7883,13.1307,10.0,2.0,Low
42.676,13.2102,11.1,2.8,Low
42.8077,13.1558,13.2,2.0,Low
42.7867,13.1355,7.9,2.2,Low
42.6788,13.2877,9.4,3.0,Low
42.6832,13.2837,9.1,2.2,Low
42.8442,13.1538,9.8,2.1,Low
42.7887,13.1063,10.3,2.4,Low
42.7082,13.2243,13.9,2.0,Low
42.6805,13.2918,9.5,2.4,Low
42.8618,13.2262,8.6,2.2,Low
42.6737,13.2773,9.2,3.7,Low
42.6808,13.2882,9.5,2.1,Low
42.6772,13.2902,9.3,3.2,Low
42.8055,13.1553,10.1,3.1,Low
42.8073,13.1527,10.0,3.4,Low
42.8067,13.1328,10.6,2.3,Low
42.8538,13.2392,8.8,2.2,Low
42.839,13.1432,8.1,2.0,Low
42.8082,13.2058,9.9,2.8,Low
42.7845,13.1653,9.8,2.3,Low
42.6738,13.2792,8.9,2.5,Low
42.7883,13.112,9.9,2.3,Low
42.6063,13.2413,11.0,2.1,Low
42.6842,13.2038,13.3,2.0,Low
42.7893,13.234000000000002,13.1,2.0,Low
42.66,13.2218,12.3,2.0,Low
42.6983,13.2235,13.5,2.3,Low
42.7868,13.2378,5.7,2.2,Low
42.7988,13.2317,9.7,2.3,Low
42.7782,13.1773,6.2,2.0,Low
42.6312,13.2725,8.3,2.2,Low
42.8678,13.2177,7.9,2.4,Low
42.8045,13.1672,9.1,2.0,Low
42.803,13.1547,8.8,3.5,Low
42.7327,13.1897,10.0,2.0,Low
42.6217,13.2838,8.6,2.1,Low
42.8038,13.1492,10.7,2.0,Low
42.8052,13.1577,9.9,2.0,Low
42.6848,13.207,13.0,2.1,Low
42.8587,13.0693,10.4,2.8,Low
42.7968,13.1418,8.0,2.2,Low
42.7857,13.1267,10.2,2.3,Low
42.8488,13.2588,4.9,2.7,Low
42.5862,13.2028,10.4,2.3,Low
42.7412,13.1808,8.5,2.0,Low
42.7988,13.2457,9.3,2.4,Low
42.7957,13.2442,8.2,2.4,Low
42.7843,13.1303,8.3,2.3,Low
42.7853,13.1263,10.0,3.0,Low
41.7218,13.8525,9.7,2.0,Low
42.6847,13.2498,17.2,2.0,Low
42.7722,13.1502,9.7,2.3,Low
42.6148,13.3083,10.8,2.7,Low
42.6237,13.3058,10.4,2.2,Low
42.7572,13.1425,10.4,2.0,Low
42.7443,13.2458,10.0,2.1,Low
42.7908,13.1202,6.3,2.4,Low
42.7563,13.1863,9.4,3.4,Low
42.7597,13.1882,11.1,3.3,Low
42.779,13.1287,5.4,2.4,Low
42.8417,13.254,6.6,2.1,Low
42.8113,13.2092,8.9,2.3,Low
42.7507,13.239,9.4,2.1,Low
42.7503,13.1867,8.2,2.8,Low
42.7555,13.1878,12.1,2.2,Low
42.7547,13.1862,8.5,2.6,Low
42.7585,13.1522,5.9,2.1,Low
42.8357,13.1352,10.3,2.1,Low
42.7495,13.2437,10.6,2.4,Low
42.7925,13.1308,9.3,2.1,Low
42.84,13.1585,9.1,2.3,Low
42.785,13.1283,7.9,2.5,Low
42.8408,13.2497,6.8,2.2,Low
42.8482,13.226,7.9,2.6,Low
42.7848,13.1313,6.9,3.0,Low
42.6547,13.3028,9.9,2.0,Low
42.8518,13.2517,9.2,2.0,Low
42.8248,13.2327,9.0,2.0,Low
42.8098,13.161,9.5,2.5,Low
42.8012,13.1473,10.1,2.5,Low
42.7692,13.1605,11.7,2.2,Low
42.6297,13.2858,9.4,2.6,Low
42.7892,13.1327,9.7,2.1,Low
42.7885,13.1403,10.0,2.5,Low
42.8032,13.1452,8.8,2.2,Low
42.8598,13.2218,8.6,2.2,Low
42.8268,13.1518,9.0,2.9,Low
42.7407,13.2475,9.0,2.2,Low
42.6653,13.2157,13.4,2.1,Low
42.7322,13.2228,12.2,2.1,Low
42.7502,13.2427,9.4,2.2,Low
42.7427,13.2278,10.7,3.0,Low
42.565,13.1198,10.6,2.0,Low
42.784,13.2212,9.8,2.2,Low
42.7683,13.2278,12.9,2.3,Low
42.7352,13.1907,10.0,2.0,Low
43.1207,13.3813,21.0,2.3,Low
42.875,13.2255,9.0,2.3,Low
42.8163,13.2415,7.3,2.2,Low
42.7797,13.1422,10.1,2.3,Low
42.7583,13.225,10.2,2.1,Low
42.7895,13.0608,11.0,2.1,Low
42.6875,13.2913,6.8,2.3,Low
42.6142,13.29,10.3,2.1,Low
42.8365,13.0163,9.4,2.3,Low
42.8383,13.245,8.4,2.3,Low
42.7182,13.2643,9.3,2.2,Low
42.7483,13.1827,10.0,2.0,Low
42.7875,13.1282,9.2,2.3,Low
42.8998,13.2072,9.4,2.0,Low
42.7912,13.1278,6.5,2.7,Low
42.7827,13.123,9.6,2.1,Low
42.9213,13.2472,8.8,2.0,Low
42.7795,13.1253,9.5,2.5,Low
42.7813,13.117,8.6,2.4,Low
42.786,13.1282,10.1,2.1,Low
42.8352,13.1833,6.8,2.0,Low
42.8408,13.2317,6.1,2.2,Low
42.8768,13.2107,10.1,2.0,Low
42.7867,13.1722,9.8,2.5,Low
42.6128,13.3058,9.9,2.0,Low
42.8192,13.1632,10.7,2.0,Low
42.873000000000005,13.1633,8.7,3.0,Low
42.8083,13.2205,9.6,2.0,Low
42.7757,13.1547,9.4,2.0,Low
42.74,13.1863,13.2,2.0,Low
42.6362,13.2245,12.6,2.1,Low
42.8632,13.2107,8.0,2.2,Low
42.743,13.171,13.0,2.0,Low
42.7488,13.1438,8.8,2.1,Low
42.635,13.3042,8.2,2.3,Low
42.7887,13.2015,9.8,2.0,Low
42.8487,13.2622,9.1,2.2,Low
42.8808,13.2388,9.0,2.8,Low
42.7163,13.1823,11.7,2.3,Low
42.7423,13.2957,12.2,2.2,Low
42.8452,13.2382,8.0,2.2,Low
42.7733,13.1398,8.5,2.3,Low
43.0443,12.8788,7.9,2.2,Low
42.666,13.3182,9.4,2.3,Low
42.8715,13.2143,8.6,2.0,Low
42.7137,13.2138,10.8,2.5,Low
42.8568,13.2223,9.0,2.1,Low
42.896,13.2482,9.3,3.3,Low
42.8948,13.2468,9.3,3.4,Low
42.8947,13.2523,9.1,2.0,Low
42.7555,13.2402,9.7,2.5,Low
42.858,13.2238,7.1,2.0,Low
42.8122,13.2267,8.2,2.5,Low
42.8837,13.1537,9.5,2.3,Low
42.8448,13.1473,9.8,2.0,Low
42.7965,13.2045,9.6,2.4,Low
42.7527,13.1767,9.1,2.1,Low
42.9088,13.2527,10.1,2.8,Low
42.815,13.2257,7.2,2.0,Low
42.7338,13.1967,10.1,2.3,Low
42.6292,13.3178,10.9,2.1,Low
42.5578,13.2993,10.4,2.1,Low
42.8513,13.219,8.9,2.3,Low
42.7927,13.2125,12.2,2.4,Low
42.8457,13.1538,8.5,2.2,Low
42.8702,13.2242,9.5,2.1,Low
42.8127,13.2362,9.8,2.0,Low
43.5483,13.7733,9.2,2.6,Low
42.7037,13.2558,13.1,2.1,Low
42.8173,13.2142,9.3,2.0,Low
42.8802,13.2342,8.5,2.3,Low
42.8082,13.2367,7.9,2.6,Low
42.8363,13.2325,7.8,2.7,Low
42.7182,13.0933,9.8,2.5,Low
42.7897,13.2303,9.4,3.2,Low
42.8463,13.2323,7.6,2.2,Low
42.8542,13.2258,9.7,2.0,Low
42.6065,13.2663,12.2,2.0,Low
42.8508,13.2222,7.9,2.0,Low
42.9292,13.2462,7.6,2.0,Low
42.6878,13.2363,12.8,2.4,Low
42.8325,13.2227,7.6,2.6,Low
42.7805,13.124,9.6,2.6,Low
42.8203,13.1827,9.5,2.1,Low
42.8467,13.2458,6.7,2.4,Low
42.7638,13.1627,13.0,2.3,Low
43.1062,13.4045,21.6,2.4,Low
42.4437,12.7873,8.3,2.1,Low
42.8545,13.121,7.8,3.4,Low
42.7628,13.166,11.7,2.4,Low
42.8443,13.255999999999998,8.1,2.5,Low
42.827,13.0523,8.0,2.0,Low
42.827,13.1788,9.4,2.1,Low
42.826,13.1812,10.0,2.0,Low
42.8142,13.172,10.9,2.1,Low
42.8208,13.185,8.7,2.0,Low
42.6382,13.2192,12.5,3.2,Low
42.4043,12.8662,8.9,2.2,Low
42.8623,13.0682,9.0,2.1,Low
42.8905,13.2278,9.3,2.0,Low
42.5953,13.3168,10.7,2.1,Low
42.7163,13.2248,11.1,2.2,Low
42.7935,13.2173,9.7,3.2,Low
42.7863,13.2207,8.6,2.1,Low
42.5967,13.3337,10.4,2.4,Low
42.658,13.2512,10.9,2.0,Low
42.8448,13.2563,6.7,2.0,Low
42.7663,13.2355,9.7,2.5,Low
42.8793,13.1408,9.4,3.0,Low
42.899,13.2487,8.8,2.9,Low
42.9033,13.2578,9.3,2.5,Low
42.8922,13.2498,8.2,2.6,Low
42.786,13.2412,9.3,2.2,Low
42.8318,12.9982,10.5,2.1,Low
43.1982,13.2912,24.7,2.0,Low
42.6223,13.3597,17.9,2.8,Low
42.7827,13.1307,9.8,2.8,Low
42.9063,13.2557,9.9,2.3,Low
42.9013,13.2503,8.5,3.2,Low
42.7943,13.2332,10.4,2.0,Low
42.7437,13.1868,10.9,2.6,Low
42.7458,13.1812,9.5,2.0,Low
42.7485,13.1837,10.3,2.1,Low
42.837,13.2687,9.1,2.1,Low
42.8063,13.2223,9.1,2.1,Low
42.8037,12.7685,9.0,2.2,Low
42.9058,13.2538,9.2,2.0,Low
42.6258,13.1675,13.8,2.2,Low
42.8623,13.1367,8.9,2.1,Low
42.8262,13.0593,8.9,2.2,Low
42.7832,13.1343,10.0,2.7,Low
42.7862,13.1338,9.9,2.2,Low
42.9068,13.2545,9.0,2.0,Low
42.8025,12.7678,9.3,2.0,Low
42.8272,13.2433,9.3,2.2,Low
42.7802,13.2003,10.2,3.2,Low
42.6262,13.2162,12.3,2.7,Low
42.7442,13.1747,8.5,3.5,Low
42.7427,13.1855,10.0,2.1,Low
42.7508,13.1932,10.7,3.2,Low
42.8127,13.2588,8.9,2.2,Low
42.7548,12.9908,10.5,2.1,Low
42.7383,13.1853,9.5,3.9,Low
42.7445,13.1938,9.9,2.5,Low
42.7465,13.1977,10.2,2.7,Low
42.7488,13.1882,10.6,2.6,Low
42.8288,13.0427,9.5,2.1,Low
42.7358,13.1772,10.9,2.1,Low
42.7367,13.194,7.0,2.3,Low
42.739,13.1933,10.4,2.2,Low
42.7372,13.1923,10.6,2.2,Low
42.7608,13.118,10.1,2.8,Low
42.7472,13.1927,9.6,2.6,Low
42.7442,13.1948,10.2,3.1,Low
42.7327,13.1872,9.9,2.4,Low
42.7442,13.1997,9.8,2.2,Low
42.7403,13.1853,7.9,3.6,Low
42.7403,13.1947,9.7,2.1,Low
42.7465,13.1825,9.6,2.1,Low
42.7473,13.1913,9.3,2.4,Low
42.6323,13.212,11.2,2.8,Low
42.9143,13.2567,9.5,2.4,Low
42.7418,13.1867,10.3,2.2,Low
42.9157,13.1837,9.7,2.1,Low
42.9088,13.2568,6.2,2.6,Low
42.8138,13.165,10.6,2.3,Low
42.8088,13.219,9.4,2.2,Low
42.7933,13.2142,10.3,2.5,Low
42.8667,13.0762,9.1,2.2,Low
42.8943,13.2548,9.4,2.3,Low
42.746,13.1842,10.2,2.1,Low
42.919,13.1823,9.8,2.5,Low
42.7377,13.4023,15.3,2.2,Low
42.8337,13.2375,9.0,2.1,Low
42.7492,13.1883,9.4,2.0,Low
42.8703,13.0742,9.4,2.5,Low
42.8705,13.075,9.0,2.4,Low
42.4627,13.3258,12.8,2.0,Low
42.7528,13.1318,9.3,2.0,Low
42.6017,13.3088,9.6,2.0,Low
42.732,13.1927,8.9,2.4,Low
42.5882,13.2992,9.7,2.8,Low
42.7377,13.1942,9.7,2.0,Low
42.7412,13.1813,10.1,2.2,Low
42.8562,13.2533,8.5,3.0,Low
42.7368,13.1967,10.0,2.3,Low
42.8938,13.2347,9.2,2.0,Low
42.7792,13.1253,8.7,2.4,Low
42.8698,13.0752,9.5,2.4,Low
42.7835,13.1253,9.8,2.1,Low
42.8672,13.0747,8.2,3.2,Low
42.8687,13.0723,9.0,2.4,Low
42.8697,13.0678,8.4,2.2,Low
42.8642,13.076,8.8,2.0,Low
42.6925,13.2637,12.7,2.5,Low
42.8627,13.0668,10.4,2.1,Low
42.871,13.0703,9.1,2.5,Low
42.8622,13.0755,8.2,2.4,Low
42.7957,13.1835,12.8,2.0,Low
42.7468,13.1342,7.2,2.0,Low
42.8647,13.0822,8.7,2.6,Low
42.8657,13.0728,8.8,3.1,Low
42.8678,13.076,8.8,2.1,Low
42.7327,13.1897,9.9,2.5,Low
42.8683,13.0733,9.2,2.1,Low
42.8643,13.0783,9.0,2.2,Low
42.7295,13.1922,10.0,2.3,Low
42.8732,13.0655,6.8,2.4,Low
42.8393,13.151,9.8,2.1,Low
42.7387,13.1887,9.1,2.3,Low
42.7403,13.1868,10.5,2.2,Low
42.8003,13.173,9.3,2.0,Low
42.6318,13.329,11.1,3.3,Low
42.7718,13.1432,9.6,2.2,Low
42.7437,13.2282,12.5,2.1,Low
42.8678,13.0707,9.3,2.8,Low
42.4502,13.0467,14.0,2.1,Low
42.8155,13.1798,9.3,2.5,Low
42.809,13.1777,8.4,2.0,Low
42.8708,13.0648,9.1,2.5,Low
42.8487,13.159,10.5,2.0,Low
42.7702,13.1843,11.1,2.0,Low
42.7682,13.1507,9.5,2.0,Low
42.8687,13.073,9.0,2.0,Low
42.8677,13.0712,8.7,2.0,Low
42.8603,13.2378,8.5,2.0,Low
42.8658,13.0712,8.9,2.5,Low
42.8582,13.0798,8.9,2.2,Low
42.6422,13.3327,11.2,2.0,Low
42.6487,13.2287,12.5,2.0,Low
42.8918,13.255999999999998,9.4,3.0,Low
42.8968,13.2527,9.4,2.7,Low
42.8722,13.0723,9.1,2.2,Low
42.638000000000005,13.331,11.2,2.1,Low
42.7848,13.1333,8.9,2.0,Low
42.8652,13.2387,9.4,2.3,Low
42.8927,13.2535,7.7,2.1,Low
42.7963,13.1642,9.7,2.5,Low
42.862,13.2267,8.6,2.1,Low
42.8142,13.2242,8.5,2.0,Low
42.8692,13.0608,8.1,2.1,Low
42.8847,13.2653,8.0,2.0,Low
42.9008,13.2535,9.1,2.2,Low
42.8178,13.2252,6.8,2.4,Low
42.7233,13.2352,9.6,2.3,Low
42.9012,13.253,9.2,2.0,Low
42.7577,13.1907,9.7,2.1,Low
42.7497,13.1762,9.4,3.0,Low
42.7477,13.1757,9.2,4.0,Low
42.7468,13.1852,10.5,2.0,Low
42.8465,13.1532,9.9,3.3,Low
42.7603,13.1437,7.7,2.5,Low
42.8618,13.0748,8.7,2.3,Low
42.6427,13.329,10.9,2.0,Low
42.5813,13.3097,9.0,2.4,Low
42.5838,13.3037,11.1,2.1,Low
42.6685,13.2563,12.8,2.1,Low
42.7297,13.1842,8.9,2.0,Low
42.4093,12.8697,9.0,2.0,Low
42.7368,13.1968,10.2,2.3,Low
42.7277,13.1922,9.8,2.6,Low
42.8815,13.1393,9.4,2.1,Low
42.8548,13.2355,8.6,2.2,Low
42.827,13.1638,7.9,2.0,Low
42.8222,13.1772,9.1,2.1,Low
42.8898,13.2377,7.6,2.1,Low
42.7352,13.1827,11.5,2.2,Low
42.7345,13.2093,9.7,2.4,Low
42.731,13.2017,8.7,2.0,Low
42.8102,13.2312,9.1,3.0,Low
42.6422,13.2922,10.8,2.1,Low
42.7998,13.2338,6.9,2.5,Low
42.674,13.1852,12.6,2.1,Low
42.8122,13.2323,9.5,2.0,Low
42.7868,13.133,8.2,2.5,Low
42.7673,13.0997,10.9,2.0,Low
42.8812,13.1405,9.7,2.5,Low
42.7383,13.1912,9.8,2.9,Low
42.7508,13.1333,8.9,2.4,Low
42.8227,13.2775,9.5,2.1,Low
42.9087,13.2458,9.5,2.2,Low
42.8182,13.241,8.7,2.1,Low
42.7537,13.2443,12.8,2.3,Low
42.8035,13.2133,10.1,2.1,Low
42.8543,13.1583,8.2,2.0,Low
42.7352,13.2108,10.2,2.4,Low
42.8148,13.2305,7.8,2.6,Low
42.8832,13.2402,7.7,2.0,Low
42.8972,13.2098,9.5,2.1,Low
42.8325,13.1532,9.8,2.1,Low
42.5808,13.2767,11.5,2.2,Low
42.701,13.2532,13.0,2.1,Low
42.7018,13.2517,12.2,2.0,Low
42.7717,13.0965,11.0,2.0,Low
42.7538,13.1863,9.5,2.0,Low
42.729,13.1885,9.0,2.2,Low
42.7707,13.1322,6.0,2.9,Low
43.5322,13.7963,8.8,2.3,Low
42.8227,13.1825,9.2,2.2,Low
42.7667,13.1687,12.6,2.6,Low
42.5572,13.2663,12.2,2.5,Low
42.7022,13.1168,14.6,2.3,Low
42.8318,13.2212,9.7,2.2,Low
42.9678,13.1503,8.8,2.0,Low
42.6352,13.2467,12.2,2.2,Low
42.8565,12.84,10.7,2.0,Low
42.3977,12.8593,8.6,2.2,Low
42.6225,13.3177,8.9,2.8,Low
42.8613,13.2325,9.6,2.1,Low
43.3842,12.5377,8.9,2.9,Low
42.8593,13.2297,3.0,2.0,Low
42.8752,13.1537,8.7,2.0,Low
42.8465,13.2537,9.5,2.1,Low
42.7907,13.2117,9.6,2.4,Low
42.7792,13.1983,12.9,2.0,Low
42.7223,13.1512,9.0,2.5,Low
43.3788,12.5462,7.9,3.0,Low
42.7958,13.1418,7.6,2.1,Low
42.8142,13.0688,9.4,2.2,Low
42.8647,13.2258,8.4,2.0,Low
42.744,13.2497,14.2,2.0,Low
42.8922,13.2387,8.2,2.0,Low
42.8177,13.0643,8.2,2.1,Low
42.7345,13.2755,15.2,2.0,Low
42.7887,13.1287,10.5,2.1,Low
42.7877,13.1822,10.2,2.1,Low
42.5172,13.46,10.7,2.0,Low
42.8668,13.2037,7.7,2.6,Low
42.5175,13.4615,11.1,2.1,Low
42.8802,13.1275,8.7,5.4,Moderate
42.9033,13.1387,8.5,2.6,Low
42.8683,13.1537,7.4,2.5,Low
42.8647,13.1467,8.0,2.1,Low
42.86600000000001,13.1313,8.0,2.8,Low
42.7747,13.1402,6.8,2.4,Low
42.8832,13.1377,8.7,2.5,Low
42.8822,13.1007,9.5,2.1,Low
42.8612,13.0968,9.9,2.1,Low
42.733,13.166,10.8,2.7,Low
42.8558,13.095999999999998,9.1,3.0,Low
42.8322,13.1362,8.9,2.7,Low
42.9057,13.1212,8.8,2.5,Low
42.8675,13.0912,10.3,2.1,Low
42.9077,13.1128,9.4,2.4,Low
42.8683,13.0885,10.1,2.4,Low
42.8862,13.1477,8.9,2.8,Low
42.8712,13.1428,8.2,3.0,Low
42.8808,13.0925,10.0,3.4,Low
42.8438,13.1085,9.1,2.0,Low
42.8857,13.1377,9.6,2.2,Low
42.9073,13.1157,9.0,3.2,Low
42.8542,13.1343,9.1,2.6,Low
42.8893,13.1275,8.9,3.0,Low
42.8723,13.140999999999998,6.7,2.2,Low
42.9087,13.1288,7.5,5.9,Moderate
42.9542,13.063,5.6,3.6,Low
42.8807,13.1368,6.6,2.6,Low
42.8937,13.1345,7.5,3.3,Low
42.8497,13.1038,8.6,2.7,Low
42.9452,13.0713,9.1,3.8,Low
42.9737,13.0663,8.2,3.6,Low
42.9205,13.0657,9.6,3.3,Low
42.9363,13.0698,8.7,3.9,Low
42.9363,13.0843,7.8,3.1,Low
43.0208,13.0653,8.7,3.7,Low
42.8898,13.0818,9.6,3.4,Low
42.9472,13.0557,9.9,3.3,Low
42.9188,13.1197,9.0,3.0,Low
42.8938,13.067,9.8,3.8,Low
42.9627,13.056,9.0,3.5,Low
42.8632,13.2208,9.1,3.1,Low
43.0025,13.0592,10.1,3.2,Low
42.8638,13.1538,8.8,2.6,Low
